"Source","SourceLabels","Relation","Target","TargetLabels"
"食管炎","Disease","symptomAndSign","ST段抬高型心肌梗死","Disease"
"胆道运动功能障碍","Disease","symptomAndSign","食管","SymptomAndSign"
"食管","SymptomAndSign","symptomAndSign","胆道运动功能障碍","Disease"
"口腔黏膜炎","Disease","symptomAndSign","食管癌","Disease"
"食管癌","Disease","symptomAndSign","口腔黏膜炎","Disease"
"急性糜烂性胃炎","Disease","symptomAndSign","食管","SymptomAndSign"
"食管","SymptomAndSign","symptomAndSign","急性糜烂性胃炎","Disease"
"急性糜烂性胃炎","Disease","symptomAndSign","晚期可导致食管狭窄","SymptomAndSign"
"晚期可导致食管狭窄","SymptomAndSign","symptomAndSign","急性糜烂性胃炎","Disease"
"小儿脾大","Disease","symptomAndSign","食管","SymptomAndSign"
"食管","SymptomAndSign","symptomAndSign","小儿脾大","Disease"
"食管创伤","Disease","symptomAndSign","休克","Disease"
"休克","Disease","symptomAndSign","食管创伤","Disease"
"食管创伤","Disease","symptomAndSign","感染","Disease"
"感染","Disease","symptomAndSign","食管创伤","Disease"
"食管创伤","Disease","symptomAndSign","颈部食管创伤","SymptomAndSign"
"颈部食管创伤","SymptomAndSign","symptomAndSign","食管创伤","Disease"
"食管创伤","Disease","symptomAndSign","心动过速","Symptom"
"心动过速","Symptom","symptomAndSign","食管创伤","Disease"
"食管创伤","Disease","symptomAndSign","胸痛","Disease"
"胸痛","Disease","symptomAndSign","食管创伤","Disease"
"食管创伤","Disease","symptomAndSign","胸部食管创伤","SymptomAndSign"
"胸部食管创伤","SymptomAndSign","symptomAndSign","食管创伤","Disease"
"食管创伤","Disease","symptomAndSign","发声困难","SymptomAndSign"
"发声困难","SymptomAndSign","symptomAndSign","食管创伤","Disease"
"食管创伤","Disease","symptomAndSign","咽痛","Symptom"
"咽痛","Symptom","symptomAndSign","食管创伤","Disease"
"食管创伤","Disease","symptomAndSign","疼痛","Disease"
"疼痛","Disease","symptomAndSign","食管创伤","Disease"
"食管创伤","Disease","symptomAndSign","心动过速甚至休克等","SymptomAndSign"
"心动过速甚至休克等","SymptomAndSign","symptomAndSign","食管创伤","Disease"
"食管创伤","Disease","symptomAndSign","疼痛和颈部憋闷感","SymptomAndSign"
"疼痛和颈部憋闷感","SymptomAndSign","symptomAndSign","食管创伤","Disease"
"食管创伤","Disease","symptomAndSign","呼吸困难","Symptom"
"呼吸困难","Symptom","symptomAndSign","食管创伤","Disease"
"小儿甲亢","Disease","symptomAndSign","食管癌","Disease"
"食管癌","Disease","symptomAndSign","小儿甲亢","Disease"
"胸主动脉瘤","Disease","symptomAndSign","食管","SymptomAndSign"
"食管","SymptomAndSign","symptomAndSign","胸主动脉瘤","Disease"
"化脓性食管炎","Disease","symptomAndSign","感染","Disease"
"感染","Disease","symptomAndSign","化脓性食管炎","Disease"
"化脓性食管炎","Disease","symptomAndSign","咽痛","Symptom"
"咽痛","Symptom","symptomAndSign","化脓性食管炎","Disease"
"化脓性食管炎","Disease","symptomAndSign","吞咽困难","Symptom"
"吞咽困难","Symptom","symptomAndSign","化脓性食管炎","Disease"
"化脓性食管炎","Disease","symptomAndSign","发热","Disease"
"发热","Disease","symptomAndSign","化脓性食管炎","Disease"
"化脓性食管炎","Disease","symptomAndSign","发热等","SymptomAndSign"
"发热等","SymptomAndSign","symptomAndSign","化脓性食管炎","Disease"
"化脓性食管炎","Disease","symptomAndSign","颈部疼痛或咽痛吞咽困难","SymptomAndSign"
"颈部疼痛或咽痛吞咽困难","SymptomAndSign","symptomAndSign","化脓性食管炎","Disease"
"化脓性食管炎","Disease","symptomAndSign","寒战","Symptom"
"寒战","Symptom","symptomAndSign","化脓性食管炎","Disease"
"化脓性食管炎","Disease","symptomAndSign","食管","SymptomAndSign"
"食管","SymptomAndSign","symptomAndSign","化脓性食管炎","Disease"
"化脓性食管炎","Disease","symptomAndSign","疼痛","Disease"
"疼痛","Disease","symptomAndSign","化脓性食管炎","Disease"
"化脓性食管炎","Disease","symptomAndSign","高热","Disease"
"高热","Disease","symptomAndSign","化脓性食管炎","Disease"
"化脓性食管炎","Disease","symptomAndSign","败血症","Disease"
"败血症","Disease","symptomAndSign","化脓性食管炎","Disease"
"化脓性食管炎","Disease","symptomAndSign","胸骨后疼痛","Symptom"
"胸骨后疼痛","Symptom","symptomAndSign","化脓性食管炎","Disease"
"颈部血管损伤","Disease","symptomAndSign","食管","SymptomAndSign"
"食管","SymptomAndSign","symptomAndSign","颈部血管损伤","Disease"
"移植物抗宿主病","Disease","symptomAndSign","食管","SymptomAndSign"
"食管","SymptomAndSign","symptomAndSign","移植物抗宿主病","Disease"
"先天性食管狭窄","Disease","symptomAndSign","消化不良","Symptom"
"消化不良","Symptom","symptomAndSign","先天性食管狭窄","Disease"
"先天性食管狭窄","Disease","symptomAndSign","年龄","SymptomAndSign"
"年龄","SymptomAndSign","symptomAndSign","先天性食管狭窄","Disease"
"先天性食管狭窄","Disease","symptomAndSign","溢乳","SymptomAndSign"
"溢乳","SymptomAndSign","symptomAndSign","先天性食管狭窄","Disease"
"先天性食管狭窄","Disease","symptomAndSign","喘息等","SymptomAndSign"
"喘息等","SymptomAndSign","symptomAndSign","先天性食管狭窄","Disease"
"先天性食管狭窄","Disease","symptomAndSign","食管","SymptomAndSign"
"食管","SymptomAndSign","symptomAndSign","先天性食管狭窄","Disease"
"先天性食管狭窄","Disease","symptomAndSign","反流","SymptomAndSign"
"反流","SymptomAndSign","symptomAndSign","先天性食管狭窄","Disease"
"先天性食管狭窄","Disease","symptomAndSign","肺炎","Disease"
"肺炎","Disease","symptomAndSign","先天性食管狭窄","Disease"
"先天性食管狭窄","Disease","symptomAndSign","食物反流","SymptomAndSign"
"食物反流","SymptomAndSign","symptomAndSign","先天性食管狭窄","Disease"
"先天性食管狭窄","Disease","symptomAndSign","呕吐","Disease"
"呕吐","Disease","symptomAndSign","先天性食管狭窄","Disease"
"先天性食管狭窄","Disease","symptomAndSign","营养不良","Disease"
"营养不良","Disease","symptomAndSign","先天性食管狭窄","Disease"
"先天性食管狭窄","Disease","symptomAndSign","唾液","SymptomAndSign"
"唾液","SymptomAndSign","symptomAndSign","先天性食管狭窄","Disease"
"先天性食管狭窄","Disease","symptomAndSign","恶心、呕吐","SymptomAndSign"
"恶心、呕吐","SymptomAndSign","symptomAndSign","先天性食管狭窄","Disease"
"先天性食管狭窄","Disease","symptomAndSign","贫血","Disease"
"贫血","Disease","symptomAndSign","先天性食管狭窄","Disease"
"先天性食管狭窄","Disease","symptomAndSign","头痛","Disease"
"头痛","Disease","symptomAndSign","先天性食管狭窄","Disease"
"先天性食管狭窄","Disease","symptomAndSign","溃疡","Disease"
"溃疡","Disease","symptomAndSign","先天性食管狭窄","Disease"
"先天性食管狭窄","Disease","symptomAndSign","气管","SymptomAndSign"
"气管","SymptomAndSign","symptomAndSign","先天性食管狭窄","Disease"
"先天性食管狭窄","Disease","symptomAndSign","软弱","SymptomAndSign"
"软弱","SymptomAndSign","symptomAndSign","先天性食管狭窄","Disease"
"先天性食管狭窄","Disease","symptomAndSign","偏头痛","Disease"
"偏头痛","Disease","symptomAndSign","先天性食管狭窄","Disease"
"先天性食管狭窄","Disease","symptomAndSign","发绀","SymptomAndSign"
"发绀","SymptomAndSign","symptomAndSign","先天性食管狭窄","Disease"
"先天性食管狭窄","Disease","symptomAndSign","恶心","Symptom"
"恶心","Symptom","symptomAndSign","先天性食管狭窄","Disease"
"先天性食管狭窄","Disease","symptomAndSign","呛咳或发绀","SymptomAndSign"
"呛咳或发绀","SymptomAndSign","symptomAndSign","先天性食管狭窄","Disease"
"先天性食管狭窄","Disease","symptomAndSign","喘息","Symptom"
"喘息","Symptom","symptomAndSign","先天性食管狭窄","Disease"
"先天性食管狭窄","Disease","symptomAndSign","痉挛","SymptomAndSign"
"痉挛","SymptomAndSign","symptomAndSign","先天性食管狭窄","Disease"
"先天性食管狭窄","Disease","symptomAndSign","疼痛","Disease"
"疼痛","Disease","symptomAndSign","先天性食管狭窄","Disease"
"炭疽","Disease","symptomAndSign","食管","SymptomAndSign"
"食管","SymptomAndSign","symptomAndSign","炭疽","Disease"
"肺源性心脏病","Disease","symptomAndSign","食管炎","Disease"
"食管炎","Disease","symptomAndSign","肺源性心脏病","Disease"
"小儿肝性脑病","Disease","symptomAndSign","食管","SymptomAndSign"
"食管","SymptomAndSign","symptomAndSign","小儿肝性脑病","Disease"
"霍奇金淋巴瘤","Disease","symptomAndSign","食管","SymptomAndSign"
"食管","SymptomAndSign","symptomAndSign","霍奇金淋巴瘤","Disease"
"小儿阻塞性睡眠呼吸暂停","Disease","symptomAndSign","反流食管炎","Disease"
"反流食管炎","Disease","symptomAndSign","小儿阻塞性睡眠呼吸暂停","Disease"
"小儿阻塞性睡眠呼吸暂停","Disease","symptomAndSign","食管","SymptomAndSign"
"食管","SymptomAndSign","symptomAndSign","小儿阻塞性睡眠呼吸暂停","Disease"
"食管白斑","Disease","symptomAndSign","破溃","SymptomAndSign"
"破溃","SymptomAndSign","symptomAndSign","食管白斑","Disease"
"食管白斑","Disease","symptomAndSign","后期白斑对于热和刺激性食物特别敏感","SymptomAndSign"
"后期白斑对于热和刺激性食物特别敏感","SymptomAndSign","symptomAndSign","食管白斑","Disease"
"食管白斑","Disease","symptomAndSign","一般无明显自觉症状","SymptomAndSign"
"一般无明显自觉症状","SymptomAndSign","symptomAndSign","食管白斑","Disease"
"食管白斑","Disease","symptomAndSign","刺激","SymptomAndSign"
"刺激","SymptomAndSign","symptomAndSign","食管白斑","Disease"
"食管白斑","Disease","symptomAndSign","敏感","SymptomAndSign"
"敏感","SymptomAndSign","symptomAndSign","食管白斑","Disease"
"食管白斑","Disease","symptomAndSign","手足皲裂","Disease"
"手足皲裂","Disease","symptomAndSign","食管白斑","Disease"
"食管白斑","Disease","symptomAndSign","疼痛","Disease"
"疼痛","Disease","symptomAndSign","食管白斑","Disease"
"食管白斑","Disease","symptomAndSign","硬结","SymptomAndSign"
"硬结","SymptomAndSign","symptomAndSign","食管白斑","Disease"
"食管白斑","Disease","symptomAndSign","增厚","SymptomAndSign"
"增厚","SymptomAndSign","symptomAndSign","食管白斑","Disease"
"食管平滑肌瘤","Disease","symptomAndSign","反胃","Disease"
"反胃","Disease","symptomAndSign","食管平滑肌瘤","Disease"
"食管平滑肌瘤","Disease","symptomAndSign","胃灼热","SymptomAndSign"
"胃灼热","SymptomAndSign","symptomAndSign","食管平滑肌瘤","Disease"
"食管平滑肌瘤","Disease","symptomAndSign","食管","SymptomAndSign"
"食管","SymptomAndSign","symptomAndSign","食管平滑肌瘤","Disease"
"食管平滑肌瘤","Disease","symptomAndSign","肾功能衰竭","Symptom"
"肾功能衰竭","Symptom","symptomAndSign","食管平滑肌瘤","Disease"
"食管平滑肌瘤","Disease","symptomAndSign","隐痛","SymptomAndSign"
"隐痛","SymptomAndSign","symptomAndSign","食管平滑肌瘤","Disease"
"食管平滑肌瘤","Disease","symptomAndSign","呕吐","Disease"
"呕吐","Disease","symptomAndSign","食管平滑肌瘤","Disease"
"食管平滑肌瘤","Disease","symptomAndSign","窒息","Disease"
"窒息","Disease","symptomAndSign","食管平滑肌瘤","Disease"
"食管平滑肌瘤","Disease","symptomAndSign","胃灼热感","SymptomAndSign"
"胃灼热感","SymptomAndSign","symptomAndSign","食管平滑肌瘤","Disease"
"食管平滑肌瘤","Disease","symptomAndSign","气管","SymptomAndSign"
"气管","SymptomAndSign","symptomAndSign","食管平滑肌瘤","Disease"
"食管平滑肌瘤","Disease","symptomAndSign","腹部疼痛","SymptomAndSign"
"腹部疼痛","SymptomAndSign","symptomAndSign","食管平滑肌瘤","Disease"
"食管平滑肌瘤","Disease","symptomAndSign","嗳气","Disease"
"嗳气","Disease","symptomAndSign","食管平滑肌瘤","Disease"
"食管平滑肌瘤","Disease","symptomAndSign","憩室","SymptomAndSign"
"憩室","SymptomAndSign","symptomAndSign","食管平滑肌瘤","Disease"
"食管平滑肌瘤","Disease","symptomAndSign","呕血","Symptom"
"呕血","Symptom","symptomAndSign","食管平滑肌瘤","Disease"
"食管平滑肌瘤","Disease","symptomAndSign","消瘦","Symptom"
"消瘦","Symptom","symptomAndSign","食管平滑肌瘤","Disease"
"食管平滑肌瘤","Disease","symptomAndSign","吞咽困难","Symptom"
"吞咽困难","Symptom","symptomAndSign","食管平滑肌瘤","Disease"
"食管平滑肌瘤","Disease","symptomAndSign","糜烂","SymptomAndSign"
"糜烂","SymptomAndSign","symptomAndSign","食管平滑肌瘤","Disease"
"食管平滑肌瘤","Disease","symptomAndSign","腹胀","Disease"
"腹胀","Disease","symptomAndSign","食管平滑肌瘤","Disease"
"食管平滑肌瘤","Disease","symptomAndSign","肿瘤","Disease"
"肿瘤","Disease","symptomAndSign","食管平滑肌瘤","Disease"
"食管平滑肌瘤","Disease","symptomAndSign","热感","SymptomAndSign"
"热感","SymptomAndSign","symptomAndSign","食管平滑肌瘤","Disease"
"食管平滑肌瘤","Disease","symptomAndSign","声音嘶哑","Symptom"
"声音嘶哑","Symptom","symptomAndSign","食管平滑肌瘤","Disease"
"食管平滑肌瘤","Disease","symptomAndSign","呼吸困难","Symptom"
"呼吸困难","Symptom","symptomAndSign","食管平滑肌瘤","Disease"
"食管平滑肌瘤","Disease","symptomAndSign","水肿","Disease"
"水肿","Disease","symptomAndSign","食管平滑肌瘤","Disease"
"食管平滑肌瘤","Disease","symptomAndSign","灼热","SymptomAndSign"
"灼热","SymptomAndSign","symptomAndSign","食管平滑肌瘤","Disease"
"食管平滑肌瘤","Disease","symptomAndSign","胸骨后钝痛","SymptomAndSign"
"胸骨后钝痛","SymptomAndSign","symptomAndSign","食管平滑肌瘤","Disease"
"食管平滑肌瘤","Disease","symptomAndSign","灼热感","SymptomAndSign"
"灼热感","SymptomAndSign","symptomAndSign","食管平滑肌瘤","Disease"
"食管平滑肌瘤","Disease","symptomAndSign","消化道","SymptomAndSign"
"消化道","SymptomAndSign","symptomAndSign","食管平滑肌瘤","Disease"
"食管平滑肌瘤","Disease","symptomAndSign","上腹部疼痛","Symptom"
"上腹部疼痛","Symptom","symptomAndSign","食管平滑肌瘤","Disease"
"食管平滑肌瘤","Disease","symptomAndSign","反酸","Symptom"
"反酸","Symptom","symptomAndSign","食管平滑肌瘤","Disease"
"食管平滑肌瘤","Disease","symptomAndSign","出血","Disease"
"出血","Disease","symptomAndSign","食管平滑肌瘤","Disease"
"食管平滑肌瘤","Disease","symptomAndSign","上消化道出血","Disease"
"上消化道出血","Disease","symptomAndSign","食管平滑肌瘤","Disease"
"食管平滑肌瘤","Disease","symptomAndSign","消化不良","Symptom"
"消化不良","Symptom","symptomAndSign","食管平滑肌瘤","Disease"
"食管平滑肌瘤","Disease","symptomAndSign","饱胀感","SymptomAndSign"
"饱胀感","SymptomAndSign","symptomAndSign","食管平滑肌瘤","Disease"
"食管平滑肌瘤","Disease","symptomAndSign","哮喘","Disease"
"哮喘","Disease","symptomAndSign","食管平滑肌瘤","Disease"
